x,y,u
0.33333333,0.66666667,0.05617009
0.33333333,0.69230769,0.05349363
0.33333333,0.71794872,0.05046830
0.33333333,0.74358974,0.04710808
0.33333333,0.76923077,0.04342909
0.33333333,0.79487179,0.03944986
0.33333333,0.82051282,0.03519153
0.33333333,0.84615385,0.03067820
0.33333333,0.87179487,0.02593707
0.33333333,0.89743590,0.02099875
0.33333333,0.92307692,0.01589724
0.33333333,0.94871795,0.01066983
0.33333333,0.97435897,0.00535666
0.33333333,1.00000000,0.00000000
0.35897436,0.00000000,0.00000000
0.35897436,0.02564103,0.00534115
0.35897436,0.05128205,0.01064127
0.35897436,0.07692308,0.01586008
0.35897436,0.10256410,0.02095896
0.35897436,0.12820513,0.02590150
0.35897436,0.15384615,0.03065392
0.35897436,0.17948718,0.03518528
0.35897436,0.20512821,0.03946753
0.35897436,0.23076923,0.04347543
0.35897436,0.25641026,0.04718647
0.35897436,0.28205128,0.05058067
0.35897436,0.30769231,0.05364044
0.35897436,0.33333333,0.05635044
0.35897436,0.35897436,0.05869744
0.35897436,0.38461538,0.06067024
0.35897436,0.41025641,0.06225959
0.35897436,0.43589744,0.06345812
0.35897436,0.46153846,0.06426035
0.35897436,0.48717949,0.06466263
0.35897436,0.51282051,0.06466311
0.35897436,0.53846154,0.06426180
0.35897436,0.56410256,0.06346050
0.35897436,0.58974359,0.06226285
0.35897436,0.61538462,0.06067432
0.35897436,0.64102564,0.05870226
0.35897436,0.66666667,0.05635590
0.35897436,0.69230769,0.05364642
0.35897436,0.71794872,0.05058705
0.35897436,0.74358974,0.04719311
0.35897436,0.76923077,0.04348218
0.35897436,0.79487179,0.03947422
0.35897436,0.82051282,0.03519176
0.35897436,0.84615385,0.03066001
0.35897436,0.87179487,0.02590701
0.35897436,0.89743590,0.02096372
0.35897436,0.92307692,0.01586391
0.35897436,0.94871795,0.01064399
0.35897436,0.97435897,0.00534260
0.35897436,1.00000000,0.00000000
0.38461538,0.00000000,0.00000000
0.38461538,0.02564103,0.00532056
0.38461538,0.05128205,0.01060180
0.38461538,0.07692308,0.01580503
0.38461538,0.10256410,0.02089281
0.38461538,0.12820513,0.02582951
0.38461538,0.15384615,0.03058166
0.38461538,0.17948718,0.03511819
0.38461538,0.20512821,0.03941055
0.38461538,0.23076923,0.04343276
0.38461538,0.25641026,0.04716133
0.38461538,0.28205128,0.05057522
0.38461538,0.30769231,0.05365575
0.38461538,0.33333333,0.05638650
0.38461538,0.35897436,0.05875327
0.38461538,0.38461538,0.06074396
0.38461538,0.41025641,0.06234856
0.38461538,0.43589744,0.06355909
0.38461538,0.46153846,0.06436958
0.38461538,0.48717949,0.06477606
0.38461538,0.51282051,0.06477655
0.38461538,0.53846154,0.06437104
0.38461538,0.56410256,0.06356149
0.38461538,0.58974359,0.06235186
0.38461538,0.61538462,0.06074810
0.38461538,0.64102564,0.05875816
0.38461538,0.66666667,0.05639204
0.38461538,0.69230769,0.05366181
0.38461538,0.71794872,0.05058169
0.38461538,0.74358974,0.04716806
0.38461538,0.76923077,0.04343960
0.38461538,0.79487179,0.03941734
0.38461538,0.82051282,0.03512475
0.38461538,0.84615385,0.03058782
0.38461538,0.87179487,0.02583510
0.38461538,0.89743590,0.02089764
0.38461538,0.92307692,0.01580892
0.38461538,0.94871795,0.01060456
0.38461538,0.97435897,0.00532202
0.38461538,1.00000000,0.00000000
0.41025641,0.00000000,0.00000000
0.41025641,0.02564103,0.00529005
0.41025641,0.05128205,0.01054217
0.41025641,0.07692308,0.01571889
0.41025641,0.10256410,0.02078381
0.41025641,0.12820513,0.02570200
0.41025641,0.15384615,0.03044035
0.41025641,0.17948718,0.03496786
0.41025641,0.20512821,0.03925573
0.41025641,0.23076923,0.04327750
0.41025641,0.25641026,0.04700904
0.41025641,0.28205128,0.05042856
0.41025641,0.30769231,0.05351661
0.41025641,0.33333333,0.05625596
0.41025641,0.35897436,0.05863164
0.41025641,0.38461538,0.06063089
0.41025641,0.41025641,0.06224307
0.41025641,0.43589744,0.06345973
0.41025641,0.46153846,0.06427453
0.41025641,0.48717949,0.06468323
0.41025641,0.51282051,0.06468373
0.41025641,0.53846154,0.06427601
0.41025641,0.56410256,0.06346216
0.41025641,0.58974359,0.06224640
0.41025641,0.61538462,0.06063506
0.41025641,0.64102564,0.05863657
0.41025641,0.66666667,0.05626154
0.41025641,0.69230769,0.05352272
0.41025641,0.71794872,0.05043509
0.41025641,0.74358974,0.04701583
0.41025641,0.76923077,0.04328440
0.41025641,0.79487179,0.03926258
0.41025641,0.82051282,0.03497448
0.41025641,0.84615385,0.03044657
0.41025641,0.87179487,0.02570763
0.41025641,0.89743590,0.02078868
0.41025641,0.92307692,0.01572281
0.41025641,0.94871795,0.01054495
0.41025641,0.97435897,0.00529152
0.41025641,1.00000000,0.00000000
0.43589744,0.00000000,0.00000000
0.43589744,0.02564103,0.00524691
0.43589744,0.05128205,0.01045704
0.43589744,0.07692308,0.01559401
0.43589744,0.10256410,0.02062230
0.43589744,0.12820513,0.02550767
0.43589744,0.15384615,0.03021745
0.43589744,0.17948718,0.03472082
0.43589744,0.20512821,0.03898894
0.43589744,0.23076923,0.04299511
0.43589744,0.25641026,0.04671484
0.43589744,0.28205128,0.05012586
0.43589744,0.30769231,0.05320816
0.43589744,0.33333333,0.05594397
0.43589744,0.35897436,0.05831778
0.43589744,0.38461538,0.06031631
0.43589744,0.41025641,0.06192849
0.43589744,0.43589744,0.06314548
0.43589744,0.46153846,0.06396066
0.43589744,0.48717949,0.06436961
0.43589744,0.51282051,0.06437011
0.43589744,0.53846154,0.06396214
0.43589744,0.56410256,0.06314792
0.43589744,0.58974359,0.06193183
0.43589744,0.61538462,0.06032049
0.43589744,0.64102564,0.05832272
0.43589744,0.66666667,0.05594957
0.43589744,0.69230769,0.05321429
0.43589744,0.71794872,0.05013241
0.43589744,0.74358974,0.04672165
0.43589744,0.76923077,0.04300204
0.43589744,0.79487179,0.03899581
0.43589744,0.82051282,0.03472746
0.43589744,0.84615385,0.03022369
0.43589744,0.87179487,0.02551332
0.43589744,0.89743590,0.02062718
0.43589744,0.92307692,0.01559794
0.43589744,0.94871795,0.01045984
0.43589744,0.97435897,0.00524839
0.43589744,1.00000000,0.00000000
0.46153846,0.00000000,0.00000000
0.46153846,0.02564103,0.00518895
0.46153846,0.05128205,0.01034217
0.46153846,0.07692308,0.01542423
0.46153846,0.10256410,0.02040047
0.46153846,0.12820513,0.02523733
0.46153846,0.15384615,0.02990265
0.46153846,0.17948718,0.03436591
0.46153846,0.20512821,0.03859841
0.46153846,0.23076923,0.04257343
0.46153846,0.25641026,0.04626631
0.46153846,0.28205128,0.04965453
0.46153846,0.30769231,0.05271777
0.46153846,0.33333333,0.05543791
0.46153846,0.35897436,0.05779908
0.46153846,0.38461538,0.05978767
0.46153846,0.41025641,0.06139229
0.46153846,0.43589744,0.06260386
0.46153846,0.46153846,0.06341554
0.46153846,0.48717949,0.06382278
